experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
66	2026-03-29T11:39:08.710154	75.1442	75.8306	False	min_token_length: 2 -> 4; max_features: 50000 -> 65000	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
67	2026-03-29T11:39:11.738785	75.8306	75.8306	False	ngram_max: 1 -> 2	3.0	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
68	2026-03-29T11:39:14.918416	73.6022	75.8306	False	max_edges_per_verse: 12 -> 18; edge_weight_method: min -> geometric_mean	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
69	2026-03-29T11:39:17.738473	71.4062	75.8306	False	norm: l2 -> l1	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
70	2026-03-29T11:39:20.843649	67.2057	75.8306	False	sublinear_tf: False -> True; min_df: 2 -> 1	3.1	{"min_df": 1, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
71	2026-03-29T11:39:23.974134	75.8306	75.8306	False	ngram_max: 1 -> 2	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
72	2026-03-29T11:39:27.046467	75.8306	75.8306	False	min_tfidf_score: 0.04 -> 0.0305	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0305, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
73	2026-03-29T11:39:29.730513	65.0876	75.8306	False	min_tfidf_score: 0.04 -> 0.0427; norm: l2 -> l1; max_edges_per_verse: 12 -> 6	2.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0427, "max_features": 50000, "max_edges_per_verse": 6, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
74	2026-03-29T11:39:32.724918	75.8303	75.8306	False	min_tfidf_score: 0.04 -> 0.0523	3.0	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0523, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
75	2026-03-29T11:39:35.780455	75.8306	75.8306	False	max_features: 50000 -> 40000	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 40000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
76	2026-03-29T11:39:38.736638	75.8926	75.8926	True	max_df: 275 -> 200	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
77	2026-03-29T11:39:41.723350	75.5468	75.8926	False	sublinear_tf: False -> True	3.0	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
78	2026-03-29T11:39:44.539900	75.8926	75.8926	False	max_verse_freq: 225 -> 250	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
79	2026-03-29T11:39:47.289945	75.1001	75.8926	False	sublinear_tf: False -> True; edge_weight_method: min -> harmonic_mean	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
80	2026-03-29T11:39:50.048096	70.2047	75.8926	False	min_df: 2 -> 4	2.8	{"min_df": 4, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
81	2026-03-29T11:39:52.665702	70.2047	75.8926	False	min_df: 2 -> 4	2.6	{"min_df": 4, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
82	2026-03-29T11:39:55.681508	75.8306	75.8926	False	min_tfidf_score: 0.04 -> 0.0289; max_df: 200 -> 275	3.0	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0289, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
83	2026-03-29T11:39:58.041520	71.5752	75.8926	False	ngram_max: 1 -> 1; norm: l2 -> l1; max_verse_freq: 225 -> 175	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 175, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
84	2026-03-29T11:40:00.718463	75.8926	75.8926	False	ngram_max: 1 -> 2; max_verse_freq: 225 -> 300	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 300, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
85	2026-03-29T11:40:03.398063	70.2047	75.8926	False	min_df: 2 -> 4; min_tfidf_score: 0.04 -> 0.0301; ngram_max: 1 -> 1	2.7	{"min_df": 4, "max_df": 200, "min_tfidf_score": 0.0301, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
86	2026-03-29T11:40:06.139876	75.8926	75.8926	False	min_tfidf_score: 0.04 -> 0.0493	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0493, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
87	2026-03-29T11:40:08.784380	75.7947	75.8926	False	lemma_verb_first: True -> False	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
88	2026-03-29T11:40:11.475098	75.7947	75.8926	False	lemma_verb_first: True -> False	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
89	2026-03-29T11:40:14.177362	75.7947	75.8926	False	lemma_verb_first: True -> False; ngram_max: 1 -> 2; max_features: 50000 -> 40000	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 40000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
90	2026-03-29T11:40:16.862593	75.7311	75.8926	False	max_verse_freq: 225 -> 200; edge_weight_method: min -> harmonic_mean	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 200, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
91	2026-03-29T11:40:19.335738	71.2201	75.8926	False	min_tfidf_score: 0.04 -> 0.0438; norm: l2 -> l1	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0438, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
92	2026-03-29T11:40:22.072766	75.8926	75.8926	False	max_verse_freq: 225 -> 250	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
93	2026-03-29T11:40:25.018379	73.9989	75.8926	False	max_edges_per_verse: 12 -> 18	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
94	2026-03-29T11:40:27.708946	74.4609	75.8926	False	max_edges_per_verse: 12 -> 10; edge_weight_method: min -> geometric_mean	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 10, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
95	2026-03-29T11:40:30.487802	68.8890	75.8926	False	min_df: 2 -> 3; norm: l2 -> l1; min_token_length: 2 -> 3	2.8	{"min_df": 3, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
96	2026-03-29T11:40:33.456415	75.8830	75.8926	False	max_df: 200 -> 225; max_features: 50000 -> 65000	3.0	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
97	2026-03-29T11:40:36.169222	67.6388	75.8926	False	min_token_length: 2 -> 3; min_df: 2 -> 1	2.7	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
98	2026-03-29T11:40:38.945567	75.5468	75.8926	False	sublinear_tf: False -> True	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
99	2026-03-29T11:40:41.963765	65.6691	75.8926	False	max_edges_per_verse: 12 -> 18; min_df: 2 -> 1	3.0	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
100	2026-03-29T11:40:44.310337	71.4506	75.8926	False	max_df: 200 -> 150	2.3	{"min_df": 2, "max_df": 150, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
101	2026-03-29T11:40:46.714791	75.5349	75.8926	False	lemma_verb_first: True -> False; max_verse_freq: 225 -> 175	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 175, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
102	2026-03-29T11:40:49.382998	75.8926	75.8926	False	max_verse_freq: 225 -> 275	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 275, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
103	2026-03-29T11:40:52.091147	75.4469	75.8926	False	sublinear_tf: False -> True; lemma_verb_first: True -> False	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
104	2026-03-29T11:40:54.992551	75.4469	75.8926	False	sublinear_tf: False -> True; min_tfidf_score: 0.04 -> 0.0478; lemma_verb_first: True -> False	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0478, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
105	2026-03-29T11:40:57.735428	75.8926	75.8926	False	max_features: 50000 -> 45000; min_token_length: 2 -> 2	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 45000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
106	2026-03-29T11:41:00.601840	75.0934	75.8926	False	max_edges_per_verse: 12 -> 16	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 16, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
107	2026-03-29T11:41:03.330965	75.5468	75.8926	False	sublinear_tf: False -> True	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
108	2026-03-29T11:41:06.366437	75.7312	75.8926	False	max_df: 200 -> 250	3.0	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
109	2026-03-29T11:41:09.275041	75.8926	75.8926	False	max_features: 50000 -> 45000; ngram_max: 1 -> 1	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 45000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
110	2026-03-29T11:41:12.114738	75.7947	75.8926	False	lemma_verb_first: True -> False	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
111	2026-03-29T11:41:14.653351	71.5944	75.8926	False	norm: l2 -> l1	2.5	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
112	2026-03-29T11:41:17.604734	73.7956	75.8926	False	lemma_verb_first: True -> False; max_edges_per_verse: 12 -> 18; edge_weight_method: min -> harmonic_mean	2.9	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
113	2026-03-29T11:41:20.512738	67.6915	75.8926	False	min_df: 2 -> 1	2.9	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
114	2026-03-29T11:41:23.145862	72.2803	75.8926	False	ngram_max: 1 -> 1; max_edges_per_verse: 12 -> 8; min_token_length: 2 -> 2	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 8, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
